"Chikballapur","Gauribidnur","Manchenahalli","298","G.H.P.S.Minakanagurki","Kannada","87.5","92.5","7","40","0","0","35","5","0","0","37","3"
"Chikballapur","Gauribidnur","Namagondlu","285","G.H.P.S.Jarabandahalli","Kannada","100","100","7","11","0","0","11","0","0","0","11","0"
"Chikballapur","Gauribidnur","Thondebhavi","288","G.H.P.S.Thippaganahalli","Kannada","72.73","100","7","11","0","0","8","3","0","0","11","0"
"Chikballapur","Gauribidnur","Thondebhavi","289","G.H.P.S.Thondebhavi","Kannada","90.91","90.91","7","33","0","6","24","3","0","0","30","3"
"Chikballapur","Gauribidnur","Thondebhavi","290","G.H.P.S.Belchukkanahalli","Kannada","96.3","96.3","7","27","0","0","26","1","0","0","26","1"
"Chikballapur","Gauribidnur","Thondebhavi","291","G.H.P.S.Indiranagara","Kannada","72.73","90.91","7","11","0","0","8","3","0","0","10","1"
"Chikballapur","Gauribidnur","Thondebhavi","292","G.H.P.S.Thondebhavi Railway Station","Kannada","86.36","90.91","7","22","0","0","19","3","0","0","20","2"
"Chikballapur","Gauribidnur","Thondebhavi","293","G.H.P.S.Bevenahalli","Kannada","84.62","96.15","7","26","0","0","22","4","0","0","25","1"
"Chikballapur","Gauribidnur","Thondebhavi","299","G.H.P.S.Kalnayakanahalli","Kannada","88.24","94.12","7","51","0","0","45","6","0","0","48","3"
"Chikballapur","Gauribidnur","Thondebhavi","300","G.H.P.S.Dandiganahalli","Kannada","61.54","92.31","7","13","0","0","8","5","0","0","12","1"
"Davanagere","Harapanahalli","Arasikare","547","G.H.P.S.Hikkimgeri","Kannada","100","97.5","7","40","0","38","2","0","0","0","39","1"
"Davanagere","Harapanahalli","Arasikare","558","G.H.P.S.Toudur Tanda","Kannada","0","0","7","1","0","0","0","1","0","0","0","1"
"Davanagere","Harapanahalli","Arasikare","559","G.H.P.S.Komaranahalli","Kannada","94.12","100","7","17","0","11","5","1","0","0","17","0"
"Davanagere","Harapanahalli","Arasikare","570","G.H.P.S.Nichavvanahalli","Kannada","100","70","7","10","0","7","3","0","0","0","7","3"
"Davanagere","Harapanahalli","Chigatgeri","554","G.H.P.S.Konganhosooru","Kannada","100","100","7","6","0","5","1","0","0","0","6","0"
"Davanagere","Harapanahalli","Chirstahalli","541","G.H.P.S.Machihalli","Kannada","100","100","7","14","0","14","0","0","0","0","14","0"
"Davanagere","Harapanahalli","Chirstahalli","542","G.H.P.S.Machihalli Tanda","Kannada","68.42","89.47","7","19","0","10","3","6","0","0","17","2"
"Davanagere","Harapanahalli","Chirstahalli","550","G.H.P.S.Alagilwad","Kannada","100","100","7","9","0","8","1","0","0","0","9","0"
