year|district_name|block_name|cluster_name|school_id|sch_name|moi|percentmathlevelMinOrAbove|percentKannadalevelMinOrAbove|class|TotalStudents|MathAboveAvg|MathAvg|MathMin|MathBelowMin|KannadaReadingAboveAvg|KannadaReadingAvg|KannadaReadingMin|KannadaReadingBelowMin
2012-13|Ramanagara|Kanakapura|Kanakapura Town|85|G.H.P.S. Kanakapura - G.K.B.M.S|Kannada|81.25|81.25|7|48|1|38|0|9|13|26|0|9
2012-13|Ramanagara|Kanakapura|Kanakapura Town|124|G.H.P.S. Melekote|Kannada|73.33|80|7|15|5|6|0|4|6|6|0|3
2012-13|Ramanagara|Kanakapura|Kodihalli|7|G.H.P.S. Hosadurga|Kannada|81.13|83.02|7|53|4|39|0|10|34|10|0|9
2012-13|Ramanagara|Kanakapura|Kodihalli|21|G.H.P.S. Doddakabbahalli|Kannada|77.78|88.89|7|9|0|0|7|2|7|1|0|1
2012-13|Ramanagara|Kanakapura|Kodihalli|89|G.H.P.S. Kodihalli|Kannada|91.89|96.4|7|111|47|0|55|9|100|5|2|4
2012-13|Ramanagara|Kanakapura|Kodihalli|105|G.H.P.S. Salabanni|Kannada|82.35|100|7|17|1|4|9|3|14|1|2|0
2012-13|Ramanagara|Kanakapura|Maralavadi|81|G.H.P.S. Kallanakuppe|Kannada|96.15|96.15|7|26|2|19|4|1|22|3|0|1
2012-13|Ramanagara|Kanakapura|Maralavadi|98|G.H.P.S. Maralavadi|Kannada|64.29|96.43|7|84|0|16|38|30|57|20|4|3
2012-13|Ramanagara|Kanakapura|Maralavadi|112|G.H.P.S. Therubeedi|Kannada|90.91|90.91|7|11|2|4|4|1|8|2|0|0
2012-13|Ramanagara|Kanakapura|Maralavadi|120|G.H.P.S. Yalachavadi|Kannada|65.63|100|7|32|3|6|12|11|23|7|2|0
2012-13|Ramanagara|Kanakapura|Maralebekuppe|27|G.H.P.S. Maralebekuppe|Kannada|100|100|7|16|0|16|0|0|15|1|0|0
2012-13|Ramanagara|Kanakapura|Maralebekuppe|29|G.H.P.S. Krishnayyanadoddi|Kannada|91.3|91.3|7|23|14|7|0|2|19|2|0|2
2012-13|Ramanagara|Kanakapura|Maralebekuppe|31|G.H.P.S. Mullahalli|Kannada|85.71|92.86|7|28|9|15|0|4|22|2|2|2
2012-13|Ramanagara|Kanakapura|Maralebekuppe|32|G.H.P.S. Nallahalli|Kannada|96.88|96.88|7|32|19|12|0|1|26|3|2|1
2012-13|Ramanagara|Kanakapura|Maralebekuppe|90|G.H.P.S. Kokkarehosahalli|Kannada|100|100|7|7|0|1|6|0|7|0|0|0
2012-13|Ramanagara|Kanakapura|Narayanapura|9|G.H.P.S. Hulibele|Kannada|100|100|7|11|10|1|0|0|11|0|0|0
2012-13|Ramanagara|Kanakapura|Narayanapura|33|G.H.P.S. Narayanapura|Kannada|92.86|92.86|7|14|11|2|0|1|12|1|0|1
2012-13|Ramanagara|Kanakapura|Narayanapura|67|G.H.P.S. Gowdahalli|Kannada|100|100|7|10|2|6|2|0|8|1|1|0
2012-13|Ramanagara|Kanakapura|Narayanapura|88|G.H.P.S. Keralalusandra|Kannada|100|100|7|12|7|3|2|0|11|0|1|0
2012-13|Ramanagara|Kanakapura|Narayanapura|99|G.H.P.S. Mavathur|Kannada|100|88.89|7|9|7|2|0|0|6|1|1|1
2012-13|Ramanagara|Kanakapura|Narayanapura|127|G.H.P.S. Bettegowdanadoddi|Kannada|100|100|7|5|5|0|0|0|5|0|0|0
2012-13|Ramanagara|Kanakapura|Sathanuru|16|G.H.P.S. Acchalu|Kannada|100|97.87|7|47|44|3|0|0|44|2|0|1
2012-13|Ramanagara|Kanakapura|Sathanuru|50|G.H.P.S. Chikkahalli|Kannada|100|100|7|5|3|1|1|0|5|0|0|0
2012-13|Ramanagara|Kanakapura|Sathanuru|101|G.H.P.S. Nagarasanakote|Kannada|100|100|7|12|11|1|0|0|12|0|0|0
2012-13|Ramanagara|Kanakapura|Sathanuru|106|G.H.P.S. Sathanuru|Kannada|98.36|98.36|7|61|56|4|0|1|57|3|0|1
2012-13|Ramanagara|Kanakapura|Sathanuru|116|G.H.P.S. Thotahalli|Kannada|88.89|88.89|7|18|4|8|4|2|13|3|0|2
2012-13|Ramanagara|Kanakapura|Sathanuru|119|G.H.P.S. Yadamaranahalli|Kannada|66.67|100|7|15|0|5|5|5|11|4|0|0
2012-13|Ramanagara|Kanakapura|Shivanahalli|1|G.H.P.S. Aralalu|Kannada|85.71|85.71|7|7|2|4|0|1|6|0|0|1
2012-13|Ramanagara|Kanakapura|Shivanahalli|22|G.H.P.S. Halugondanahalli|Kannada|92.68|92.68|7|41|3|35|0|3|23|15|0|3
2012-13|Ramanagara|Kanakapura|Shivanahalli|34|G.H.P.S. Shivanahalli|Kannada|93.55|93.55|7|31|13|15|1|2|21|8|0|2
2012-13|Ramanagara|Kanakapura|Shivanahalli|74|G.H.P.S. Horalagallu|Kannada|100|100|7|9|8|0|1|0|9|0|0|0
2012-13|Ramanagara|Kanakapura|Shivanahalli|107|G.H.P.S. Seegekote|Kannada|100|100|7|7|6|1|0|0|7|0|0|0
2012-13|Ramanagara|Kanakapura|Thungani|36|G.H.P.S. Thungani|Kannada|95|95|7|40|25|0|13|2|37|1|0|2
2012-13|Ramanagara|Kanakapura|Thungani|97|G.H.P.S. Malligemettilu|Kannada|100|100|7|8|6|1|1|0|6|2|0|0
2012-13|Ramanagara|Kanakapura|Thungani|103|G.H.P.S. P.Rampura|Kannada|100|100|7|11|4|6|1|0|10|1|0|0
2012-13|Ramanagara|Kanakapura|Thungani|115|G.H.P.S. Thokasandra|Kannada|65.71|94.29|7|35|6|5|12|12|27|6|0|2
